,airline_sentiment,text,wordCount
9884,0,"@USAirways epic fail @ CLT ystrdy w/Cancelled Flightled flights. No staff, no communication &amp; no refund for unused portion of tix. Keep it classy guys",25
7608,0,"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible",23
6604,0,@SouthwestAir Ive had on an airline. Everyone else has been great but she soured the whole experience for me. Hope she's not there next time,25
13174,0,"@AmericanAir Thanks but don't understand why they couldn't have used the tug at the next gate over, ground crew took a break? #unacceptable",23
1034,0,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,21
7642,0,@JetBlue that's where we all get on the same page. Cancelled Flighted it 45 mins ago. @delta @SouthwestAir help flights from @tfgreenairport to MCO?,24
11185,1,@USAirways @CakeNDeath Question is will he and his lady behave...,10
14007,1,@AmericanAir what do kids aged 11 and 12 need to fly with AA internally within the usa. Thanks for confirming,20
5649,1,@SouthwestAir so the fares I see for flights in fall are the ABSOULUTELY LOWEST they will be?,17
9903,1,@USAirways glad people can put their coats in the storage area though. It would be super unfortunate to leave those on the floor,23
8615,1,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/FRhuXiB8II",12
4766,1,"@SouthwestAir kids on a mission trip from Lasalle stranded in orlando area,  they can't get back to Bos or PVD till WEDNESDAY?",22
6692,1,"@SouthwestAir Got it, thanks. Any insight into what will happen tomorrow?",11
2725,1,@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009,18
6985,1,No they didn't -.- “@JetBlue: Our fleet's on fleek. http://t.co/58B7swRpmq”,10
5830,1,@SouthwestAir DM Sent.,3
3086,1,"@united got it, look forward to hearing from you soon",10
4282,1,@united i need my confirmation number! Can you give it to me?,12
13012,1,@AmericanAir so whats the hold up on flight 4302?,9
1508,1,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,26
8877,1,@JetBlue I would go for 3rd time to Jamaica to volunteer w/ at risk youth #flyitforward #dc #stpatricksfoundation #rotary,19
3607,1,@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!,20
12653,1,@AmericanAir What are Preferred Seats?,5
10661,1,"@USAirways ah, and I was only given one shuttle voucher, so if I do ever get back to the airport you'll be getting the bill",25
8699,1,@JetBlue marks 15th birthday with 'Blumanity' paint job - @Dallas_News (blog) http://t.co/lFGR0Nifut,12
2921,1,@united found the flight on @airfarewatchdog,6
5543,1,@SouthwestAir @TheEllenShow @Imaginedragons this job interferes w/Ellen Show &amp; concerts! will alway treasure my @LiveAtFirefly experience!,16
1299,1,@united sitting in the middle for the first time .. Hope it works out well,15
5004,1,"@SouthwestAir check the head of the plane, there has been dynamite placed onto it",14
3688,1,"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???",25
11820,1,@USAirways Im researching a flight &amp; noticed a small issue w/class of service between your site &amp; other sites. Could Reservations help me?,23
170,1,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",14
6993,1,“@JetBlue: Our fleet's on fleek. http://t.co/XX5QSCjlL1” @BrandsSayingBae #Freberg15,8
5565,1,@SouthwestAir @TheEllenShow @Imaginedragons if only that was me! 😍 #DestinationDragons,10
9257,1,@USAirways what's going on with US Airways flight 805?   Why diverted to Charlotte?,13
2907,1,@united @JedediahBila KP I am not traveling - we trying to cheer up Ms. Bila.,15
12416,1,"@AmericanAir oh I will, AA on speed dial",8
10909,1,@USAirways call Gate D9 in CLT and get me on this flight,12
6773,1,"@JetBlue flying w/ infant for the 1st time, can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?",26
8291,1,@JetBlue what is the Mosiac 800 #?,7
11220,1,@USAirways any chance of making #561?,6
4125,1,"@united 877 from amsterdam to ewr, 02.27.2015, 737-300.",8
6427,1,"@SouthwestAir still haven't been able to get through, thanks for responding",11
2488,1,@United lounge @ #Heathrow Used by @AirNZUSA http://t.co/6hJucP694l,8
431,1,@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek,14
8532,1,@JetBlue need flight to ATH from PDX. Do you coordinate with other airlines?,13
6528,1,"@SouthwestAir I'm scheduled to come back tomorrow, finally but I don't know SWA hasn't flown out of @Fly_Nashville yet but @Delta has",22
11075,1,@USAirways can I bring a copy or photo of my baby's birth certificate for the flight? I feel uncomfortable traveling with the real thing.,24
14439,1,@AmericanAir so how do we get me a person?,9
4151,1,@united I’m resending the confirmation code in a DM,9
12104,1,@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement,23
8313,1,@JetBlue Does @AirCanada not take fraud as seriously?,8
10909,1,@USAirways call Gate D9 in CLT and get me on this flight,12
156,1,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,21
12663,1,@AmericanAir yes....twice...for two different flights and occasions,7
13988,1,@AmericanAir I'm on #1058 tmrw from CUN DFW. Final dest'n is ORD. Seeing freezing rain in DFW all morning. Should I change my connection?,24
14348,1,@AmericanAir should be seeing this sunset from St. John usvi not philly!! http://t.co/DnDOepquKz,13
12629,1,@AmericanAir I am traveling from AUH to IAD via etihad and then from IAD to DFW via AA. Will I be able to retrieve my checked bag in IAD?,29
12854,1,@AmericanAir We've sent you more info via DM.  I truly hope you resolve this very quickly. #media #filmcrew #cnn #nbc,20
6780,1,@JetBlue Stop trying to make #fleek happen! #PointsMe,8
13341,1,"@AmericanAir I sent you a DM, can you please help.",10
13625,1,@AmericanAir More or less - after a night in a party hotel - no sleep and a 5:30 am rebook- on our way back to PHL http://t.co/4G0K0z2rei,27
7370,1,@JetBlue Help - I left my Nikon camera under the seat in front of me. What do I do?,19
7685,1,Can You please help to save my daughters life @JetBlue for details Go here @Help_Lindsey,15
6617,1,@SouthwestAir I absolutely will. Where can I send it?,9
8045,1,@JetBlue Let's just say #IDontWannaLiveWithoutYourLove https://t.co/i9KCgaxxFa #ItWasMintToBe #BestInClassSocial #ThankYou #Travel #Business,11
12519,1,@AmericanAir yes. No one is answering and I'm on a train,11
2958,1,@united please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade,21
8310,1,@JetBlue short stop at JFK before IAD,7
261,1,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,12
8213,1,"@JetBlue So anything found while cleaning the plane in DC would be at the baggage office, even something small?",19
10558,1,@USAirways what is contact info to upgrade using advantage miles?,10
7946,1,@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi,9
1333,1,@united someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.,23
9582,1,@USAirways will all flights out of DFW be Cancelled Flightled today?,11
6136,1,YO! @InternJohnRadio @mrerickv  give @SouthwestAir their plane back.  They're mad &amp; threatening to take away my Companion Pass. #Luv,19
387,1,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,12
6226,1,@SouthwestAir Are you announcing any more winners to the #DestinationDragons @Imaginedragons  show @VelourLive in UTAH this weekend? #Lucky,18
5103,1,@SouthwestAir can you speed up your flight from AZ to Omaha? I need to see muh boy ✈️,18
2620,1,@united its available online I just can't figure out how to do it to guarantee same flight,17
4972,1,@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?,13
2135,1,@united I have a question,5
5489,1,"@SouthwestAir my son is flying South West from NOLA-Orlando, hope to enter for him to win this contest #DestinationDragons",19
12353,1,"@AmericanAir @USAirways Yes, obviously! It just stinks that 4pm is the one option when she was supposed to fly at 7AM YESTERDAY.",22
6861,1,RT @JetBlue: Our fleet's on fleek. http://t.co/WEZUMDimYF,7
7969,1,.@JetBlue process begins 6:48,4
5659,1,@SouthwestAir Maybe it is just a machine...,7
7869,1,"@JetBlue may I check my 17-month-old child's fold-up crib for free on my flight tomorrow, similar to your policy for infant car seats?",23
9008,1,@USAirways How do I get a receipt for a change fee when I originally booked with miles?,17
12241,1,@AmericanAir Are you expecting delays/Cancelled Flightlations at Dallas on 25/26th due to the snow? Nothing like Monday I hope!,19
7053,1,.@JetBlue Delete this tweet.,4
14089,1,@AmericanAir Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ,14
10140,1,@USAirways i ve been told that you get a percentage on every plastic bottle that is sold around yout departure section...turn up the heat,24
615,1,@united Thank you.,3
1433,1,@united How do I get through @TSA to finally board UA 1534?,12
10171,1,@USAirways but need to confirm please help,7
7018,1,“@JetBlue: Our fleet's on fleek. http://t.co/cRFrwpc1Sx”😂😂😂,6
6715,1,@SouthwestAir trying to get through to cust relations. Is there another # to use?,14
9057,1,@USAirways can I check bags through to my final destination even though I bought separate tickets from IAD to PHL  and PHL to Israel?,24
5597,1,@SouthwestAir I'm 30 mins out WAIT FOR ME😭😭😭,8
7864,1,"@JetBlue Port-Au-Prince, Haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2QXybT9K",14
5578,1,@SouthwestAir 5 min away!,4
3856,1,@united can you send a personal plane to get us out of school? It's icing and we don't want to get stuck here @ansleyhutson @emily_donneIIy,25
